device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,Image
14611381611,496377455341,"(0.6153867840766907, 0.8075191378593445)","(64.34246063232422, 66.42874145507812, 17.341041564941406)",1,3.991455078125,1,"(-15.871819496154785, 4.31177282333374, 666.5260620117188)",1,"(0.5794581770896912, 0.7975425124168396)","(44.509761810302734, 69.33965301513672, 18.400527954101562)",1,3.995391845703125,1,"(47.57124710083008, 1.6335009336471558, 664.9908447265625)",1,electric-wheel-chair-mart-virkus.png
14611398660,496377472390,"(0.6146550178527832, 0.8108137845993042)","(63.93851852416992, 65.46739959716797, 16.99114990234375)",1,4.0007476806640625,1,"(-15.87270736694336, 4.312957763671875, 666.5944213867188)",1,"(0.5782138705253601, 0.7982725501060486)","(43.82290267944336, 69.12663269042969, 18.323020935058594)",1,3.9994354248046875,1,"(47.585906982421875, 1.6233333349227905, 665.0587768554688)",1,electric-wheel-chair-mart-virkus.png
14611415411,496377489142,"(0.6175602078437805, 0.8097085952758789)","(65.54222869873047, 65.78986358642578, 17.108510971069336)",1,4.0141754150390625,1,"(-15.877801895141602, 4.312317371368408, 666.7156982421875)",1,"(0.5771014094352722, 0.7976043224334717)","(43.20880889892578, 69.32162475585938, 18.393999099731445)",1,4.0017852783203125,1,"(47.607093811035156, 1.6102027893066406, 665.1851806640625)",1,electric-wheel-chair-mart-virkus.png
14611431531,496377505262,"(0.6161943078041077, 0.8089650273323059)","(64.78822326660156, 66.00684356689453, 17.18750762939453)",1,4.0157928466796875,1,"(-15.88053035736084, 4.3129801750183105, 666.748046875)",1,"(0.5764368772506714, 0.7996510863304138)","(42.841983795166016, 68.72444152832031, 18.176586151123047)",1,3.999359130859375,1,"(47.61813735961914, 1.6004313230514526, 665.2147216796875)",1,electric-wheel-chair-mart-virkus.png
14611448530,496377522262,"(0.6146689653396606, 0.8104156255722046)","(63.946250915527344, 65.58358764648438, 17.0334529876709)",1,4.010040283203125,1,"(-15.864946365356445, 4.309200763702393, 666.6912231445312)",1,"(0.5783181190490723, 0.7998671531677246)","(43.88041687011719, 68.66142272949219, 18.153648376464844)",1,4.00286865234375,1,"(47.623138427734375, 1.5926730632781982, 665.160888671875)",1,electric-wheel-chair-mart-virkus.png
14611465327,496377539059,"(0.6280904412269592, 0.8426059484481812)","(71.3549575805664, 56.19121170043945, 13.614888191223145)",1,4.015350341796875,1,"(-15.776450157165527, 4.240398406982422, 666.6929321289062)",1,"(0.5906013250350952, 0.8326977491378784)","(50.660831451416016, 59.08218765258789, 14.667150497436523)",1,3.9947662353515625,1,"(47.65658950805664, 1.5180126428604126, 665.1641845703125)",1,electric-wheel-chair-mart-virkus.png
14611481451,496377555183,"(0.6306480765342712, 0.8578452467918396)","(72.76669311523438, 51.7447624206543, 11.996548652648926)",1,4.019134521484375,1,"(-15.736771583557129, 4.195724964141846, 666.8335571289062)",1,"(0.5879868865013123, 0.8506004214286804)","(49.21764373779297, 53.85860824584961, 12.765948295593262)",1,3.9956207275390625,1,"(47.703765869140625, 1.4841002225875854, 665.2893676757812)",1,electric-wheel-chair-mart-virkus.png
14611498496,496377572229,"(0.6291750073432922, 0.8583861589431763)","(71.95365142822266, 51.58689498901367, 11.939090728759766)",1,4.0210418701171875,1,"(-15.711621284484863, 4.195056438446045, 666.5992431640625)",1,"(0.5912681818008423, 0.8532220721244812)","(51.028953552246094, 53.09367370605469, 12.487530708312988)",1,4.0043487548828125,1,"(47.71853256225586, 1.4746568202972412, 665.0645751953125)",1,electric-wheel-chair-mart-virkus.png
14611515339,496377589072,"(0.629664957523346, 0.859252393245697)","(72.22410583496094, 51.334136962890625, 11.847122192382812)",1,4.0162353515625,1,"(-15.674013137817383, 4.19620943069458, 666.1142578125)",1,"(0.5907631516456604, 0.8554652333259583)","(50.7501220703125, 52.439186096191406, 12.24927043914795)",1,3.9956817626953125,1,"(47.71621322631836, 1.4728586673736572, 664.5520629882812)",1,electric-wheel-chair-mart-virkus.png
14611531371,496377605104,"(0.6307393908500671, 0.8622187972068787)","(72.81714630126953, 50.4686164855957, 11.53209114074707)",1,4.0140533447265625,1,"(-15.66132640838623, 4.196329116821289, 665.690185546875)",1,"(0.5895481705665588, 0.8510692119598389)","(50.07950210571289, 53.72183609008789, 12.716120719909668)",1,3.9730224609375,1,"(47.70595932006836, 1.473007082939148, 664.1477661132812)",1,electric-wheel-chair-mart-virkus.png
14611548462,496377622195,"(0.6290745139122009, 0.8586663603782654)","(71.89813995361328, 51.50514602661133, 11.909378051757812)",1,4.003173828125,1,"(-15.66047477722168, 4.195352077484131, 665.517578125)",1,"(0.5906222462654114, 0.849595308303833)","(50.67235565185547, 54.15189743041992, 12.872648239135742)",1,3.974578857421875,1,"(47.69596862792969, 1.473029375076294, 663.9745483398438)",1,electric-wheel-chair-mart-virkus.png
14611565157,496377638891,"(0.6284631490707397, 0.8552170395851135)","(71.56068420410156, 52.51154327392578, 12.275663375854492)",1,3.99530029296875,1,"(-15.658037185668945, 4.1859130859375, 665.33349609375)",1,"(0.591141402721405, 0.8534297347068787)","(50.95893478393555, 53.0330924987793, 12.465507507324219)",1,3.9808349609375,1,"(47.685585021972656, 1.4733752012252808, 663.7826538085938)",1,electric-wheel-chair-mart-virkus.png
14611581291,496377655025,"(0.6311126947402954, 0.8569022417068481)","(73.02323913574219, 52.01988983154297, 12.096671104431152)",1,3.98309326171875,1,"(-15.659404754638672, 4.178366661071777, 665.27099609375)",1,"(0.5884760022163391, 0.8582237362861633)","(49.48759841918945, 51.634281158447266, 11.956332206726074)",1,3.9863739013671875,1,"(47.688316345214844, 1.4741779565811157, 663.72412109375)",1,electric-wheel-chair-mart-virkus.png
14611598332,496377672066,"(0.6303550601005554, 0.8616622090339661)","(72.60501098632812, 50.63103485107422, 11.591175079345703)",1,3.991790771484375,1,"(-15.645709037780762, 4.183642387390137, 665.2648315429688)",1,"(0.5886051058769226, 0.8558491468429565)","(49.55885314941406, 52.32714080810547, 12.208512306213379)",1,3.9787139892578125,1,"(47.69916534423828, 1.4741572141647339, 663.7222900390625)",1,electric-wheel-chair-mart-virkus.png
14611615169,496377688903,"(0.6303305625915527, 0.8577843904495239)","(72.59148406982422, 51.76247787475586, 12.003024101257324)",1,3.979736328125,1,"(-15.62265396118164, 4.198883533477783, 665.1918334960938)",1,"(0.5900611281394958, 0.8551492094993591)","(50.36262512207031, 52.5313606262207, 12.28286361694336)",1,3.9785614013671875,1,"(47.72732162475586, 1.4666978120803833, 663.6405639648438)",1,electric-wheel-chair-mart-virkus.png
14611631211,496377704946,"(0.6290547251701355, 0.860651969909668)","(71.8872299194336, 50.92580795288086, 11.698476791381836)",1,3.9797515869140625,1,"(-15.577699661254883, 4.236797332763672, 665.2667846679688)",1,"(0.5905482172966003, 0.8572943806648254)","(50.63149642944336, 51.90545654296875, 12.055065155029297)",1,3.9747772216796875,1,"(47.77653121948242, 1.452268362045288, 663.7113647460938)",1,electric-wheel-chair-mart-virkus.png
14611648200,496377721935,"(0.6296671032905579, 0.8608763813972473)","(72.22522735595703, 50.860328674316406, 11.674644470214844)",1,3.9872283935546875,1,"(-15.557119369506836, 4.2533183097839355, 665.4580688476562)",1,"(0.5912206172943115, 0.8562090992927551)","(51.0026741027832, 52.22211837768555, 12.170313835144043)",1,3.9677581787109375,1,"(47.821590423583984, 1.4415589570999146, 663.8941040039062)",1,electric-wheel-chair-mart-virkus.png
14611665084,496377738819,"(0.6297705173492432, 0.8612802028656006)","(72.2823257446289, 50.742496490478516, 11.631762504577637)",1,3.978240966796875,1,"(-15.532687187194824, 4.268040180206299, 665.7286376953125)",1,"(0.590417206287384, 0.8553542494773865)","(50.559181213378906, 52.47157287597656, 12.261079788208008)",1,3.9763031005859375,1,"(47.88450241088867, 1.4390435218811035, 664.1709594726562)",1,electric-wheel-chair-mart-virkus.png
14611681127,496377754863,"(0.6296223998069763, 0.862952709197998)","(72.20060729980469, 50.25454330444336, 11.454078674316406)",1,3.9763031005859375,1,"(-15.529875755310059, 4.262468338012695, 665.8790283203125)",1,"(0.5918803215026855, 0.8530412912368774)","(51.3668098449707, 53.14640426635742, 12.506732940673828)",1,3.9759979248046875,1,"(47.90589141845703, 1.4347355365753174, 664.3095703125)",1,electric-wheel-chair-mart-virkus.png
14611698167,496377771903,"(0.6304590702056885, 0.8621991276741028)","(72.66242980957031, 50.47441864013672, 11.534117698669434)",1,3.9694061279296875,1,"(-15.546281814575195, 4.2528300285339355, 665.9168090820312)",1,"(0.5910138487815857, 0.852008581161499)","(50.8885383605957, 53.44771194458008, 12.616371154785156)",1,3.9681854248046875,1,"(47.900535583496094, 1.430405616760254, 664.3446044921875)",1,electric-wheel-chair-mart-virkus.png
14611715000,496377788736,"(0.6336418986320496, 0.8644365668296814)","(74.41936492919922, 49.82154846191406, 11.296536445617676)",1,3.968841552734375,1,"(-15.577046394348145, 4.228294849395752, 666.081787109375)",1,"(0.591219961643219, 0.854208767414093)","(51.00233840942383, 52.8057975769043, 12.382704734802246)",1,3.9686279296875,1,"(47.888431549072266, 1.4250274896621704, 664.5248413085938)",1,electric-wheel-chair-mart-virkus.png
14611731047,496377804783,"(0.639189600944519, 0.8709918856620789)","(77.48171997070312, 47.908851623535156, 10.600387573242188)",1,3.968048095703125,1,"(-15.60061264038086, 4.194954872131348, 666.335205078125)",1,"(0.5923122763633728, 0.8608254790306091)","(51.60523223876953, 50.875179290771484, 11.680031776428223)",1,3.9749755859375,1,"(47.87871170043945, 1.4151084423065186, 664.773193359375)",1,electric-wheel-chair-mart-virkus.png
14611748133,496377821870,"(0.6359881162643433, 0.8645802736282349)","(75.71450805664062, 49.77960968017578, 11.281250953674316)",1,3.9725341796875,1,"(-15.624282836914062, 4.174416542053223, 666.4838256835938)",1,"(0.5958220958709717, 0.8587253093719482)","(53.54270935058594, 51.48795700073242, 11.90307903289795)",1,3.9566497802734375,1,"(47.86132049560547, 1.418807029724121, 664.922119140625)",1,electric-wheel-chair-mart-virkus.png
14611764916,496377838653,"(0.6375324726104736, 0.8661543726921082)","(76.56694030761719, 49.32035446166992, 11.114096641540527)",1,3.9738922119140625,1,"(-15.648082733154297, 4.1656999588012695, 666.6710815429688)",1,"(0.5977949500083923, 0.861760675907135)","(54.6317024230957, 50.6023063659668, 11.58072280883789)",1,3.963531494140625,1,"(47.84663772583008, 1.4320847988128662, 665.123779296875)",1,electric-wheel-chair-mart-virkus.png
14611780967,496377854704,"(0.6383311748504639, 0.8668712377548218)","(77.00784301757812, 49.11115264892578, 11.037999153137207)",1,3.971282958984375,1,"(-15.64908218383789, 4.168163776397705, 666.7713623046875)",1,"(0.5973780751228333, 0.8591678738594055)","(54.401588439941406, 51.35881042480469, 11.85610294342041)",1,3.9681243896484375,1,"(47.853580474853516, 1.4436748027801514, 665.2189331054688)",1,electric-wheel-chair-mart-virkus.png
14611798002,496377871739,"(0.6372978091239929, 0.8696103692054749)","(76.43742370605469, 48.31193542480469, 10.74710750579834)",1,3.9839019775390625,1,"(-15.643403053283691, 4.179050922393799, 666.8598022460938)",1,"(0.5960695147514343, 0.8628624677658081)","(53.67926788330078, 50.28078842163086, 11.46374797821045)",1,3.976318359375,1,"(47.8675651550293, 1.447986364364624, 665.3008422851562)",1,electric-wheel-chair-mart-virkus.png
14611814831,496377888569,"(0.6357109546661377, 0.8653859496116638)","(75.56149291992188, 49.54453659057617, 11.195725440979004)",1,3.9761810302734375,1,"(-15.63398551940918, 4.188730716705322, 667.0504760742188)",1,"(0.5966052412986755, 0.8596222996711731)","(53.974971771240234, 51.2262077331543, 11.807807922363281)",1,3.9732666015625,1,"(47.89839553833008, 1.4523159265518188, 665.4996948242188)",1,electric-wheel-chair-mart-virkus.png
14611830887,496377904625,"(0.636681854724884, 0.862981379032135)","(76.0974349975586, 50.24614715576172, 11.451051712036133)",1,3.9786834716796875,1,"(-15.626350402832031, 4.1920576095581055, 667.3255004882812)",1,"(0.5961882472038269, 0.8586329221725464)","(53.74479293823242, 51.51493453979492, 11.912879943847656)",1,3.9816436767578125,1,"(47.92750930786133, 1.4514743089675903, 665.7610473632812)",1,electric-wheel-chair-mart-virkus.png
14611847871,496377921609,"(0.6370695233345032, 0.8661365509033203)","(76.31141662597656, 49.3255729675293, 11.116005897521973)",1,3.970489501953125,1,"(-15.628758430480957, 4.206427574157715, 667.49560546875)",1,"(0.5982164144515991, 0.8571377396583557)","(54.864356994628906, 51.9511604309082, 12.07164478302002)",1,3.978790283203125,1,"(47.93633270263672, 1.4580309391021729, 665.9293212890625)",1,electric-wheel-chair-mart-virkus.png
14611864746,496377938485,"(0.6365370750427246, 0.8606626987457275)","(76.01748657226562, 50.92266845703125, 11.697266578674316)",1,3.9760894775390625,1,"(-15.637838363647461, 4.223843097686768, 667.7615356445312)",1,"(0.5974258184432983, 0.8540787696838379)","(54.427978515625, 52.84372329711914, 12.396489143371582)",1,3.982818603515625,1,"(47.942481994628906, 1.4666656255722046, 666.2095947265625)",1,electric-wheel-chair-mart-virkus.png
14611880807,496377954546,"(0.6396744847297668, 0.8591094017028809)","(77.74932098388672, 51.375892639160156, 11.86226749420166)",1,3.97772216796875,1,"(-15.660837173461914, 4.247568130493164, 667.999755859375)",1,"(0.5964269042015076, 0.856198251247406)","(53.87659454345703, 52.22529602050781, 12.171443939208984)",1,3.99462890625,1,"(47.9447135925293, 1.4753303527832031, 666.4353637695312)",1,electric-wheel-chair-mart-virkus.png
14611897837,496377971576,"(0.6400238275527954, 0.8643277287483215)","(77.94219970703125, 49.85329818725586, 11.308109283447266)",1,3.9927825927734375,1,"(-15.673810005187988, 4.265986919403076, 668.1181030273438)",1,"(0.5976939797401428, 0.8550910353660583)","(54.57600784301758, 52.54833984375, 12.289032936096191)",1,4.00604248046875,1,"(47.943199157714844, 1.4844967126846313, 666.5580444335938)",1,electric-wheel-chair-mart-virkus.png
14611914661,496377988400,"(0.6406747102737427, 0.8681653738021851)","(78.3014907836914, 48.73357391357422, 10.900557518005371)",1,3.9972686767578125,1,"(-15.688631057739258, 4.297918319702148, 668.1898803710938)",1,"(0.5970423817634583, 0.8523297309875488)","(54.21629333496094, 53.35403060913086, 12.582249641418457)",1,4.012115478515625,1,"(47.93938064575195, 1.504388689994812, 666.6321411132812)",1,electric-wheel-chair-mart-virkus.png
14611930727,496378004467,"(0.6418988108634949, 0.8656439781188965)","(78.9771957397461, 49.46927261352539, 11.168289184570312)",1,3.9909820556640625,1,"(-15.694974899291992, 4.31515645980835, 668.1483154296875)",1,"(0.5973985195159912, 0.849456250667572)","(54.412899017333984, 54.19242477416992, 12.887394905090332)",1,4.008575439453125,1,"(47.9282112121582, 1.5264784097671509, 666.5925903320312)",1,electric-wheel-chair-mart-virkus.png
14611947803,496378021543,"(0.6421183943748474, 0.8661178946495056)","(79.09839630126953, 49.330970764160156, 11.117953300476074)",1,3.986663818359375,1,"(-15.700109481811523, 4.318939685821533, 668.087890625)",1,"(0.5970323085784912, 0.8537478446960449)","(54.210723876953125, 52.94028854370117, 12.431632041931152)",1,4.0065460205078125,1,"(47.92071533203125, 1.5424519777297974, 666.5317993164062)",1,electric-wheel-chair-mart-virkus.png
14611964577,496378038317,"(0.6418206095695496, 0.8699159026145935)","(78.93401336669922, 48.22283935546875, 10.714630126953125)",1,3.992767333984375,1,"(-15.712987899780273, 4.320922374725342, 668.0383911132812)",1,"(0.5965185165405273, 0.8521339297294617)","(53.927146911621094, 53.411163330078125, 12.603029251098633)",1,4.0096893310546875,1,"(47.89966583251953, 1.5588775873184204, 666.4815063476562)",1,electric-wheel-chair-mart-virkus.png
14611980647,496378054387,"(0.641899049282074, 0.8669371008872986)","(78.97735595703125, 49.091976165771484, 11.030982971191406)",1,4.004364013671875,1,"(-15.745462417602539, 4.315370559692383, 668.1067504882812)",1,"(0.5973361134529114, 0.8523463010787964)","(54.378448486328125, 53.349220275878906, 12.5805025100708)",1,4.017120361328125,1,"(47.87321090698242, 1.5637316703796387, 666.55078125)",1,electric-wheel-chair-mart-virkus.png
14611997673,496378071414,"(0.636786699295044, 0.864513099193573)","(76.15524291992188, 49.79924774169922, 11.288430213928223)",1,4.0003509521484375,1,"(-15.761202812194824, 4.314313888549805, 668.1261596679688)",1,"(0.5957455039024353, 0.8521198630332947)","(53.50044631958008, 53.41526412963867, 12.60453987121582)",1,4.02520751953125,1,"(47.84709167480469, 1.5703401565551758, 666.57958984375)",1,electric-wheel-chair-mart-virkus.png
14612014493,496378088234,"(0.6283522844314575, 0.855241060256958)","(71.49942779541016, 52.504581451416016, 12.273100852966309)",1,4.0099334716796875,1,"(-15.813164710998535, 4.32960319519043, 667.9163208007812)",1,"(0.5924805998802185, 0.8367851972579956)","(51.698150634765625, 57.889564514160156, 14.233076095581055)",1,4.034698486328125,1,"(47.74679183959961, 1.60036039352417, 666.3558959960938)",1,electric-wheel-chair-mart-virkus.png
14612030571,496378104312,"(0.6299014091491699, 0.8486207127571106)","(72.35459899902344, 54.436248779296875, 12.976166725158691)",1,3.98724365234375,1,"(-15.835205078125, 4.349924564361572, 667.542724609375)",1,"(0.5883034467697144, 0.8314404487609863)","(49.392356872558594, 59.449012756347656, 14.800683975219727)",1,4.031768798828125,1,"(47.68604278564453, 1.6158450841903687, 666.0136108398438)",1,electric-wheel-chair-mart-virkus.png
14612047639,496378121381,"(0.6314964294433594, 0.8500151634216309)","(73.23503875732422, 54.02937698364258, 12.828083038330078)",1,3.9894561767578125,1,"(-15.849424362182617, 4.353625297546387, 667.678466796875)",1,"(0.5891746282577515, 0.832907497882843)","(49.87326431274414, 59.020973205566406, 14.644898414611816)",1,4.032623291015625,1,"(47.6839714050293, 1.6180756092071533, 666.1358032226562)",1,electric-wheel-chair-mart-virkus.png
14612064311,496378138053,"(0.6290004253387451, 0.8437209129333496)","(71.85723876953125, 55.86589813232422, 13.496474266052246)",1,3.98114013671875,1,"(-15.856858253479004, 4.363712787628174, 667.9686889648438)",1,"(0.5899792909622192, 0.8291787505149841)","(50.31743240356445, 60.10895919799805, 15.040855407714844)",1,4.0256805419921875,1,"(47.715065002441406, 1.6210954189300537, 666.4446411132812)",1,electric-wheel-chair-mart-virkus.png
14612080487,496378154229,"(0.6318982839584351, 0.8425524830818176)","(73.45687866210938, 56.206825256347656, 13.620570182800293)",1,3.984619140625,1,"(-15.853100776672363, 4.368937969207764, 668.3486938476562)",1,"(0.5898019075393677, 0.8307355046272278)","(50.2194938659668, 59.65472412109375, 14.875544548034668)",1,4.0330810546875,1,"(47.76021194458008, 1.6234716176986694, 666.801025390625)",1,electric-wheel-chair-mart-virkus.png
14612097509,496378171251,"(0.6318990588188171, 0.8421961069107056)","(73.45730590820312, 56.3108024597168, 13.658424377441406)",1,3.980010986328125,1,"(-15.850388526916504, 4.372838020324707, 668.5250854492188)",1,"(0.5872454643249512, 0.833125650882721)","(48.80839538574219, 58.957332611083984, 14.621707916259766)",1,4.033294677734375,1,"(47.79011154174805, 1.6233835220336914, 666.9774780273438)",1,electric-wheel-chair-mart-virkus.png
14612114226,496378187969,"(0.6302492618560791, 0.8450438380241394)","(72.54662322998047, 55.479896545410156, 13.355993270874023)",1,3.9790191650390625,1,"(-15.8444185256958, 4.37613582611084, 668.7655639648438)",1,"(0.587936282157898, 0.8307124972343445)","(49.189701080322266, 59.661407470703125, 14.877949714660645)",1,4.022613525390625,1,"(47.818397521972656, 1.6193612813949585, 667.2271728515625)",1,electric-wheel-chair-mart-virkus.png
14612130407,496378204150,"(0.6277787685394287, 0.8453360795974731)","(71.18287658691406, 55.39459228515625, 13.324983596801758)",1,3.968780517578125,1,"(-15.852241516113281, 4.378810882568359, 668.9085693359375)",1,"(0.5860459208488464, 0.8320282101631165)","(48.146240234375, 59.277523040771484, 14.738207817077637)",1,4.021575927734375,1,"(47.823917388916016, 1.615796446800232, 667.3609619140625)",1,electric-wheel-chair-mart-virkus.png
14612147475,496378221218,"(0.6308915019035339, 0.8473412990570068)","(72.90110778808594, 54.80952835083008, 13.112032890319824)",1,3.9699249267578125,1,"(-15.869624137878418, 4.379114151000977, 668.9647827148438)",1,"(0.5882657766342163, 0.8334023356437683)","(49.3715705871582, 58.8765983581543, 14.592286109924316)",1,4.0233612060546875,1,"(47.81678771972656, 1.6174499988555908, 667.4148559570312)",1,electric-wheel-chair-mart-virkus.png
14612164238,496378237982,"(0.6296253800392151, 0.8482865691184998)","(72.20220184326172, 54.53373336791992, 13.011601448059082)",1,3.966400146484375,1,"(-15.898664474487305, 4.384954929351807, 669.1192016601562)",1,"(0.5888304710388184, 0.8306729197502136)","(49.68326187133789, 59.67296600341797, 14.882149696350098)",1,4.0120391845703125,1,"(47.79789733886719, 1.6301932334899902, 667.5836791992188)",1,electric-wheel-chair-mart-virkus.png
14612180331,496378254075,"(0.6320210099220276, 0.8474754095077515)","(73.52464294433594, 54.770408630371094, 13.097779273986816)",1,3.9593963623046875,1,"(-15.935068130493164, 4.393313407897949, 669.3651733398438)",1,"(0.5895811319351196, 0.8366088271141052)","(50.097652435302734, 57.9410285949707, 14.251785278320312)",1,4.0198211669921875,1,"(47.785736083984375, 1.652806282043457, 667.81884765625)",1,electric-wheel-chair-mart-virkus.png
14612197344,496378271088,"(0.6299604177474976, 0.8479583859443665)","(72.38714599609375, 54.629486083984375, 13.046524047851562)",1,3.9572601318359375,1,"(-15.943259239196777, 4.406222343444824, 669.5366821289062)",1,"(0.592234194278717, 0.8374369144439697)","(51.56216812133789, 57.69939422607422, 14.163883209228516)",1,4.0169525146484375,1,"(47.78685760498047, 1.6632426977157593, 667.9949340820312)",1,electric-wheel-chair-mart-virkus.png
14612214154,496378287898,"(0.6287589073181152, 0.848468542098999)","(71.72393035888672, 54.48062515258789, 12.992345809936523)",1,3.9536590576171875,1,"(-15.949556350708008, 4.416734218597412, 669.6965942382812)",1,"(0.5934293270111084, 0.8379597663879395)","(52.22189712524414, 57.54685592651367, 14.10831069946289)",1,4.017547607421875,1,"(47.795448303222656, 1.6801897287368774, 668.1613159179688)",1,electric-wheel-chair-mart-virkus.png
14612230251,496378303996,"(0.629547119140625, 0.8481594920158386)","(72.15901184082031, 54.57084655761719, 13.025114059448242)",1,3.9552459716796875,1,"(-15.947813034057617, 4.428928852081299, 669.7509765625)",1,"(0.5927221179008484, 0.83596271276474)","(51.83150100708008, 58.129554748535156, 14.320388793945312)",1,4.0088653564453125,1,"(47.81148910522461, 1.6927028894424438, 668.211181640625)",1,electric-wheel-chair-mart-virkus.png
14612247213,496378320958,"(0.6289946436882019, 0.8482032418251038)","(71.85406494140625, 54.558040618896484, 13.020482063293457)",1,3.960113525390625,1,"(-15.943903923034668, 4.438664436340332, 669.7383422851562)",1,"(0.5910086035728455, 0.832869291305542)","(50.885616302490234, 59.03215026855469, 14.64891529083252)",1,4.00592041015625,1,"(47.820465087890625, 1.7022607326507568, 668.1978149414062)",1,electric-wheel-chair-mart-virkus.png
14612264070,496378337815,"(0.6282267570495605, 0.8443823456764221)","(71.43018341064453, 55.672889709472656, 13.426258087158203)",1,3.9528045654296875,1,"(-15.942753791809082, 4.4386515617370605, 669.71142578125)",1,"(0.5911621451377869, 0.8347893953323364)","(50.970367431640625, 58.47187042236328, 14.445037841796875)",1,4.0133514404296875,1,"(47.82347869873047, 1.7066636085510254, 668.1674194335938)",1,electric-wheel-chair-mart-virkus.png
14612280171,496378353916,"(0.6295673251152039, 0.8397113680839539)","(72.17021179199219, 57.0357551574707, 13.922322273254395)",1,3.95550537109375,1,"(-15.954549789428711, 4.436178684234619, 669.6618041992188)",1,"(0.592839777469635, 0.8323578238487244)","(51.896453857421875, 59.181358337402344, 14.70324993133545)",1,4.006622314453125,1,"(47.815040588378906, 1.7040948867797852, 668.121337890625)",1,electric-wheel-chair-mart-virkus.png
14612297179,496378370925,"(0.628206729888916, 0.8450510501861572)","(71.41915130615234, 55.47776412963867, 13.355237007141113)",1,3.9500732421875,1,"(-15.963663101196289, 4.429841995239258, 669.5888061523438)",1,"(0.5918775796890259, 0.8366559743881226)","(51.36531066894531, 57.92726516723633, 14.24677848815918)",1,4.002838134765625,1,"(47.80310821533203, 1.6982189416885376, 668.0546875)",1,electric-wheel-chair-mart-virkus.png
14612313984,496378387730,"(0.6281671524047852, 0.8472186923027039)","(71.39727020263672, 54.845298767089844, 13.12499713897705)",1,3.95538330078125,1,"(-15.98299503326416, 4.422890663146973, 669.3499145507812)",1,"(0.5892341136932373, 0.8343775272369385)","(49.90614318847656, 58.59202194213867, 14.488778114318848)",1,4.0122833251953125,1,"(47.77059555053711, 1.6879581212997437, 667.8020629882812)",1,electric-wheel-chair-mart-virkus.png
14612330091,496378403837,"(0.6310995817184448, 0.8453239798545837)","(73.01595306396484, 55.39811325073242, 13.326274871826172)",1,3.950469970703125,1,"(-15.996336936950684, 4.422234058380127, 669.01318359375)",1,"(0.5898337364196777, 0.8358017206192017)","(50.237125396728516, 58.17649459838867, 14.337522506713867)",1,4.0137939453125,1,"(47.73641586303711, 1.6871896982192993, 667.4837036132812)",1,electric-wheel-chair-mart-virkus.png
14612347145,496378420892,"(0.6277409195899963, 0.8456815481185913)","(71.16197204589844, 55.29379653930664, 13.288285255432129)",1,3.9588165283203125,1,"(-15.99071979522705, 4.427308559417725, 668.810791015625)",1,"(0.5901278853416443, 0.8357600569725037)","(50.39946365356445, 58.18867492675781, 14.341928482055664)",1,4.018707275390625,1,"(47.72272491455078, 1.687726616859436, 667.2852172851562)",1,electric-wheel-chair-mart-virkus.png
14612363900,496378437647,"(0.6280293464660645, 0.8482433557510376)","(71.32121276855469, 54.54635238647461, 13.016218185424805)",1,3.961456298828125,1,"(-15.971755027770996, 4.4334940910339355, 668.4678955078125)",1,"(0.5913125872612, 0.8373978734016418)","(51.05341720581055, 57.710819244384766, 14.168006896972656)",1,4.0128021240234375,1,"(47.71356964111328, 1.6940078735351562, 666.924072265625)",1,electric-wheel-chair-mart-virkus.png
14612380011,496378453758,"(0.6288673281669617, 0.844210684299469)","(71.78379821777344, 55.72298049926758, 13.44445514678955)",1,3.9576568603515625,1,"(-15.933849334716797, 4.440912246704102, 668.10595703125)",1,"(0.5901596546173096, 0.8359207510948181)","(50.416996002197266, 58.14181137084961, 14.324886322021484)",1,4.0213165283203125,1,"(47.72022247314453, 1.7010447978973389, 666.5751953125)",1,electric-wheel-chair-mart-virkus.png
14612397014,496378470761,"(0.6260867714881897, 0.846512496471405)","(70.24887084960938, 55.051368713378906, 13.200007438659668)",1,3.9582977294921875,1,"(-15.908446311950684, 4.449731826782227, 667.93310546875)",1,"(0.5901802778244019, 0.8310707807540894)","(50.428367614746094, 59.5568962097168, 14.839941024780273)",1,4.0092620849609375,1,"(47.734764099121094, 1.702375054359436, 666.4005126953125)",1,electric-wheel-chair-mart-virkus.png
14612413815,496378487563,"(0.6276655197143555, 0.8497462272644043)","(71.12036895751953, 54.10784149169922, 12.856633186340332)",1,3.9498748779296875,1,"(-15.875458717346191, 4.459155559539795, 667.6891479492188)",1,"(0.5914225578308105, 0.8331627249717712)","(51.114097595214844, 58.94650650024414, 14.617759704589844)",1,4.015716552734375,1,"(47.75273132324219, 1.7098922729492188, 666.1382446289062)",1,electric-wheel-chair-mart-virkus.png
